timestamp,device,ArraySize,BestAlgName,BestAlgId,BestE,BestThreads,BestTotalGPU_ms
"2026-02-06 00:20:57","NVIDIA GeForce RTX 3050 Ti Laptop GPU",134217728,PerElement,0,8,128,429.666
